Control ID,Control Name,Technique ID,Technique Name,CIS Control,CIS Sub-Control,Title,Control Identifier,Control or Control Enhancement Name
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1011,Exfiltration Over Other Network Medium,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1011.001,Exfiltration Over Bluetooth,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1021.001,Remote Desktop Protocol,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1047,Windows Management Instrumentation,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1053,Scheduled Task/Job,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1053.002,At (Windows),16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1053.005,Scheduled Task,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1059.001,PowerShell,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1059.002,AppleScript,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1059.005,Visual Basic,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1059.008,Network Device CLI,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,12.0,12.3,Securely Manage Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,13.0,13.9,Deploy Port-Level Access Control,CM-7,Least Functionality
CM-7,Least Functionality,T1095,Non-Application Layer Protocol,16.0,16.7,Use Standard Hardening Configuration Templates for Application Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,2.0,2.6,Allowlist Authorized Libraries,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,2.0,2.7,Allowlist Authorized Scripts,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,4.0,4.1,Establish and Maintain a Secure Configuration Process,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,4.0,4.2,Establish and Maintain a Secure Configuration Process for Network Infrastructure,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,4.0,4.8,Uninstall or Disable Unnecessary Services on Enterprise Assets and Software,CM-7,Least Functionality
CM-7,Least Functionality,T1098,Account Manipulation,12.0,12.2,Establish and Maintain a Secure Network Architecture,CM-7,Least Functionality
